Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Investors Name,InvestmentnType,Amount in USD
2428,2015-09-17,YepMe,Private label Fashion eTailer,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,4200000.0
2429,2015-09-17,Bueno,Online Food ordering & delivery,High Networth Individuals (No details),Seed Funding,4200000.0
2430,2015-09-18,Plabro,Real Estate Broker Platform App,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,4200000.0
2431,2015-09-18,CureJoy,Online Health & Wellness platform,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,4200000.0
2432,2015-09-18,Briston Technomach,Internet of Things platform,Undisclosed,Seed Funding,4200000.0
2433,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Multiple investors,Seed Funding,4200000.0
2434,2015-09-19,DailyNinja,Hyperlocal Delivery Platform,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,4200000.0
2435,2015-09-21,Portea Medical,Home Medical Care Services,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,4200000.0
2436,2015-09-21,Neotrade Analytics,Real-Time stock data platform,Rainmatter,Seed Funding,4200000.0
2437,2015-09-21,DishCo,Food discovery & table booking app,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,4200000.0
2438,2015-09-21,LafaLafa,coupons and cashback aggregator app,500 Startups,Seed Funding,4200000.0
2439,2015-09-21,ConnectAbank,Financial Products lead generation platform,Prakhar Bumb,Seed Funding,4200000.0
2440,2015-09-22,VillFarm,Sustainable Agri-inputs Firm,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,4200000.0
2441,2015-09-22,Bestdealfinance,Financial Services Portal,"Kalaari Capital, YourNest Angel Fund",Private Equity,4200000.0
2442,2015-09-22,GameXS.in,Pre-owned games Marketplace,Lead Angels,Seed Funding,4200000.0
2443,2015-09-22,The Man Company,Content-based Subscription eCommerce platform,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,4200000.0
2444,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Swarnim Multiventures,Private Equity,4200000.0
2445,2015-09-22,Furdo,Online Interior Designing platform,Bhavdeep Reddy,Seed Funding,4200000.0
2446,2015-09-22,LogiNext,End-to-end Logistics platform,Paytm,Private Equity,4200000.0
2447,2015-09-22,Korra,Private Label Apparel sales,Asha Jadeja Motwani & Others,Seed Funding,4200000.0
2448,2015-09-23,Credihealth,Healthcare Consulting platform,Rajat Malhotra,Seed Funding,4200000.0
2449,2015-09-23,Amigobulls,Stock Market Portal,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,4200000.0
2450,2015-09-23,SilverPush,Cross-device retargeting platform,M&S Partners,Private Equity,4200000.0
2451,2015-09-23,Juggernaut,Digital & Physical Publishing platform,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,4200000.0
2452,2015-09-23,InnerChef,Food Delivery Platform,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,4200000.0
2453,2015-09-24,Quintype,Data Driven Publishing platform,Raghav Bahl,Private Equity,4200000.0
2454,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,4200000.0
2455,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,"Infuse Ventures, The Chennai Angels",Private Equity,4200000.0
2456,2015-09-24,Licious,Online Meat Ordering platform,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,4200000.0
2457,2015-09-25,TravelKhana,online meal-booking platform for train travelers,Astarc Ventures & Others,Seed Funding,4200000.0
2458,2015-09-28,Quickli,hyperlocal delivery platform,"500 Startups, Mato Peric & Others",Seed Funding,4200000.0
2459,2015-09-28,Ola Cabs,Cab Booking app platform,Didi Kuaidi,Private Equity,4200000.0
2460,2015-09-29,Paytm,E-Commerce & M-Commerce platform,"Alibaba Group, Ant Financial",Private Equity,4200000.0
2461,2015-09-29,Inmobi,Mobile Advertising platform,Tennenbaum Capital Partners & Others,Private Equity,4200000.0
2462,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,"Sequoia India, SAIF Partners.",Private Equity,4200000.0
2463,2015-09-29,Hugefly,Ecommerce Product recommendation platform,Mayank Singhal and others,Seed Funding,4200000.0
2464,2015-09-29,Brigge,Activity Based Social Network,The Chennai Angels,Seed Funding,4200000.0
2465,2015-09-29,Zakoopi,Fashion Discovery platform,Uniqorn Ventures,Seed Funding,4200000.0
2466,2015-09-29,LoanCircle,Consumer lending marketplace,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,4200000.0
2467,2015-09-30,Infoworks,Big Data Management Platform,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,4200000.0
2468,2015-09-30,RedDoorz,Budget Accommodation Platform,Jungle Ventures,Seed Funding,4200000.0
2469,2015-09-30,FirstTouch,Local Mobile OS,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,4200000.0
2470,2015-09-30,Eywa Media,Digital Signal processing platform,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,4200000.0
2471,2015-08-01,Snapdeal,Ecommerce Marketplace,"Alibaba, Foxconn, Softbank",Private Equity,4200000.0
2472,2015-08-01,Ressy,Restaurant Discount app,Mohandas Pai & others,Seed Funding,4200000.0
2473,2015-08-03,Cuelearn,Tech-enabled learning,Alok Mittal,Seed Funding,4200000.0
2474,2015-08-03,Connect India,ECommerce Logistics provider,Aavishkaar,Private Equity,4200000.0
2475,2015-08-03,The Home Salon,on-demand home beauty and wellness portal,VentureNursery,Seed Funding,4200000.0
2476,2015-08-03,Jusride,Self Driven Car rental,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,4200000.0
2477,2015-08-03,Oyorooms,Budget Hotel accommodation brand,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,4200000.0
2478,2015-08-03,Glowship,Energy & Environment Online Marketplace,Infuse Ventures,Seed Funding,4200000.0
2479,2015-08-03,Wizrocket,User Engagment & Analytics platform,"Sequoia Capital, Accel Partners",Private Equity,4200000.0
2480,2015-08-04,Pickingo,On-Demand Delivery Logistics,"Orios Venture Partners, Zishaan Hayath",Private Equity,4200000.0
2481,2015-08-05,Grex,fund raising platform for startups,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,4200000.0
2482,2015-08-05,LetsTransport,Logistics Tech Platform,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,4200000.0
2483,2015-08-05,Zo Rooms,Online budget hotel chain,"Tiger Global Management, Orios Venture Partners",Private Equity,4200000.0
2484,2015-08-05,Doormint,Hyperlocal Handyman services,"Helion Venture Partners, Kalaari Capital",Private Equity,4200000.0
2485,2015-08-05,NightStay,hotel booking app,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4200000.0
2486,2015-08-05,Zocalo,Rental Accomodation finder,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,4200000.0
2487,2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,4200000.0
2488,2015-08-06,Klozee,Luxury Apparel rental,Tracxn Labs,Seed Funding,4200000.0
2489,2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4200000.0
2490,2015-08-06,practo,Doctor Appointment booking app,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,4200000.0
2491,2015-08-06,LoudShout,anonymous bulletin board app,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,4200000.0
2492,2015-08-06,Wetravelsolo,Travel community platform,"CCube Angels, Frontline Strategy",Seed Funding,4200000.0
2493,2015-08-06,Ketto,Crowd funding platform,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,4200000.0
2494,2015-08-06,Ezetap,Mobile based PoS solution,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,4200000.0
2495,2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,4200000.0
2496,2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,YouWeCan Ventures,Seed Funding,4200000.0
2497,2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4200000.0
2498,2015-08-07,GIBSS,Energy saving solutions provider,"responsAbility Investments, Infuse Ventures",Private Equity,4200000.0
2499,2015-08-07,StoreMore.in,Self-Storage Spaces,Bedrock Ventures,Seed Funding,4200000.0
2500,2015-08-07,iOrderFresh,Grocery retail Mobile app,Best Foodworks,Seed Funding,4200000.0
2501,2015-08-10,MyTaxiIndia,Taxi Rental platform,"Nihon Kotsu,",Private Equity,4200000.0
2502,2015-08-10,eSadar,ecommerce,"Neha Vats, Gaurav Vats",Seed Funding,4200000.0
2503,2015-08-10,Actionable Analytics,Machine Learning Platform,"B M Gupta, Vinod Singhal",Seed Funding,4200000.0
2504,2015-08-10,MyPoolin,mobile social network,QPrize from Qualcomm Ventures,Seed Funding,4200000.0
2505,2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Sequoia Capital,Private Equity,4200000.0
2506,2015-08-10,Inkmonk,Online printing marketplace,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,4200000.0
2507,2015-08-10,ToneTag,mobile payment software platform,Reliance Capital Venture,Private Equity,4200000.0
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Tiger Global Management,Private Equity,4200000.0
2509,2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,4200000.0
2510,2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,Indian Angel Network,Seed Funding,4200000.0
2511,2015-08-11,RainCan,Subscription based Online Grocery platform,Ajeet Khurana & Others,Seed Funding,4200000.0
2512,2015-08-11,Allygrow Technologies,engineering services company,Zodius Technology Fund,Private Equity,4200000.0
2513,2015-08-11,Infogain,Business and IT consulting,ChrysCapital,Private Equity,4200000.0
2514,2015-08-12,OneAssist,Credit Card Fraud protection solutions,"Sequoia Capital, Lightspeed Ventures",Private Equity,4200000.0
2515,2015-08-12,BigBasket,Online & mobile Grocery store,Bessemer Venture Partners,Private Equity,4200000.0
2516,2015-08-12,Sheroes,Career Community for Women,"Quintillion Media, 500 Startups",Seed Funding,4200000.0
2517,2015-08-12,Scripbox,Mutual Fund Investing platform,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,4200000.0
2518,2015-08-13,etaout,Ecommerce Marketing Software Platform,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4200000.0
2519,2015-08-13,IFMR Holdings,Financial Inclusion platform,"Accion, LeapFrog Investments, Lok Capital",Private Equity,4200000.0
2520,2015-08-13,Massblurb,Digital Marketing automation solution,"LetsVenture, Mumbai Angels",Seed Funding,4200000.0
2521,2015-08-13,Agrostar,Mobile Commerce for Farmers,IDG Ventures,Private Equity,4200000.0
2522,2015-08-14,VoxWeb,Picture based Social App,Jitendra Gupta & others,Seed Funding,4200000.0
2523,2015-08-14,Trukky,Logistics service platform,"Gujarat based angel investors, MMY co-Founder",Seed Funding,4200000.0
2524,2015-08-14,VanityCube,On-Demand Beauty Services,Group of angel investors,Seed Funding,4200000.0
2525,2015-08-17,Edu4Share,Exam Preparation Platform,Nalin Jain & other angel investors,Seed Funding,4200000.0
2526,2015-08-17,YourStory,Startup Focused Online Publisher,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,4200000.0
2527,2015-08-17,Sampurnearth,Waste Management Solutions,"Intellecap Impact Investment Network, family office fund",Seed Funding,4200000.0
2528,2015-08-17,Orobind,App based Fitness coaching,Existing & New Investors,Private Equity,4200000.0
2529,2015-08-17,Fixy,On demand cleaning & fixing services,VentureNursery,Seed Funding,4200000.0
2530,2015-08-17,MSM Box,Beauty & Lifestyle platform,Rohit Goel,Seed Funding,4200000.0
2531,2015-08-17,ShadowFax,on-demand delivery service,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,4200000.0
2532,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,One97 Communications,Private Equity,4200000.0
2533,2015-08-18,Roposo,Fashion Discovery platform,Tiger Global,Private Equity,4200000.0
2534,2015-08-18,IntelligenceNODE,Data Analytics Platform,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0
2535,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,4200000.0
2536,2015-08-18,Twyst,Location based engagement & rewards platform,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,4200000.0
2537,2015-08-18,IDfy,Online Identity Verification Services platform,"NEA, Blume Ventures & others",Private Equity,4200000.0
2538,2015-08-18,Zoojoo.be,Corporate Wellness App,RoundGlass Partners,Private Equity,4200000.0
2539,2015-08-19,Fashionove,Fashion Search & Review Platform,Umesh Yadav,Seed Funding,4200000.0
2540,2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Unilazer Ventures,Private Equity,4200000.0
2541,2015-08-19,Envoged,pre-owned Luxury online apparel seller,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,4200000.0
2542,2015-08-19,MebelKart,Online Furniture Marketplace,AskMe,Private Equity,4200000.0
2543,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Group of Angel Investors,Seed Funding,4200000.0
2544,2015-08-20,Flatpebble,Online marketplace for Photographers,Indian Angel Network,Seed Funding,4200000.0
2545,2015-08-20,Bluegape.com,Visual Blogging platform,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,4200000.0
2546,2015-08-21,ePoise,Job Search Platform,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4200000.0
2547,2015-08-24,Jolly Food Fellow,Food Customer analytics platform,The 1947,Seed Funding,4200000.0
2548,2015-08-24,BookMeIn,Professional Service Appointment booking service,Ajmera Group of Companies,Seed Funding,4200000.0
2549,2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Prime Capital Markets Ltd,Seed Funding,4200000.0
2550,2015-08-24,rBus,Tech enabled AC bus service,"India Quotient, Anupam Mittal & others",Seed Funding,4200000.0
2551,2015-08-25,Qyk App,On-Demand App based Professional service provider,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,4200000.0
2552,2015-08-25,EazyDiner,Restaurant Reservation Platform,"DSG Consumer Partners, Saama Capital",Private Equity,4200000.0
2553,2015-08-25,RevX,Cross-channel CRM platform,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4200000.0
2554,2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,Group of Angel Investors,Seed Funding,4200000.0
2555,2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,GHV Accelerator,Seed Funding,4200000.0
2556,2015-08-26,Belita,On-Demand Beauty Service,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,4200000.0
2557,2015-08-26,EzySolare,solar products and services marketplace,Infuse Ventures,Seed Funding,4200000.0
2558,2015-08-26,FoodTalkIndia,Online Food Community Platform,Undisclosed Investor,Seed Funding,4200000.0
2559,2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,Group of Investors,Seed Funding,4200000.0
2560,2015-08-27,Eazy Coach,Education Marketplace,Ravi Agarwal,Seed Funding,4200000.0
2561,2015-08-27,Djubo.com,Cloud Based Hotel Sales Platform,Ibibo Group,Private Equity,4200000.0
2562,2015-08-28,BetterButter.in,online recipe sharing platform,"Growx Ventures, Manish Singhal",Seed Funding,4200000.0
2563,2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,Rocket Internet,Private Equity,4200000.0
2564,2015-08-28,RollMafia,QSR Restaurant Chain,Equentia Natural Resources,Seed Funding,4200000.0
2565,2015-08-29,iamwire,Digital Media publishing platform,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,4200000.0
2566,2015-08-31,DropKaffe,Online Coffee Delivery platform,"Manish Singhal, P39 Capital & Others",Seed Funding,4200000.0
2567,2015-08-31,Reverie,Language Localization Cloud platform,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4200000.0
2568,2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,"Ratan Tata, Nikhil Vora & others",Private Equity,4200000.0
2569,2015-07-01,Parcelled,Online Logistics Platform,"Delhivery, Tracxn Labs",Seed Funding,4200000.0
2570,2015-07-01,Retigence Technologies,Business IT Intelligence Services,Omnivore Partners,Private Equity,4200000.0
2571,2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,"The Chennai Angels, IDG Ventures India",Seed Funding,4200000.0
2572,,HandyHome,Hyperlocal Electronics repair Service,"Bessemer Ventures, Kae Capital",Seed Funding,4200000.0
2573,2015-07-01,iDreamCareer,Ed-Tech Platform,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,4200000.0
2574,2015-07-01,Ola Cabs,Cab rental Mobile app,Ratan Tata,Private Equity,4200000.0
2575,2015-07-01,NxtGen,IT infrastructure & Data Center services,"IFC, Axon Partners, Intel Capital",Private Equity,4200000.0
2576,2015-07-02,BankBazaar,Online Financial Services,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,4200000.0
2577,2015-07-02,Gozoomo,Used Car Marketplace,SAIF Partners,Private Equity,4200000.0
